ダウンロード実行日,2026年04月20日現在,件数,11242件
ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード,提出者法人番号
"E02302","内国法人・組合","非上場","有","12721","12月31日","スター精密株式会社","STAR MICRONICS CO.,LTD.","スターセイミツカブシキガイシャ","静岡市駿河区中吉田２０番１０号","機械","","9080001002327"
"E02303","内国法人・組合","上場","有","7411","3月31日","株式会社ジェイ・エム・エス（称号　株式会社　ＪＭＳ）","JMS CO.,LTD.","カブシキガイシャジェイエムエス","広島市中区加古町１２番１７号","精密機器","77020","5240001004384"
"E02304","内国法人・組合","上場","有","4621","3月31日","フクダ電子株式会社","FUKUDA DENSHI CO.,LTD.","フクダデンシカブシキガイシャ","文京区本郷三丁目３９番４号","電気機器","69600","7010001006880"
"E02305","内国法人・組合","上場","有","10199","3月31日","ＭＵＴＯＨホールディングス株式会社","MUTOH HOLDINGS CO., LTD.","ムトーホールディングスカブシキガイシャ","世田谷区池尻３丁目１番３号","電気機器","79990","7010701019406"
"E02306","内国法人・組合","上場","有","7134","12月31日","株式会社小野測器","ONO SOKKI Co.,Ltd.","カブシキガイシャオノソッキ","横浜市西区みなとみらい三丁目３番３号　横浜コネクトスクエア　１２階","電気機器","68580","1020001001886"
"E02307","内国法人・組合","上場","有","6895","3月31日","エスペック株式会社","ESPEC CORP.","エスペックカブシキガイシャ","大阪市北区天神橋三丁目５番６号","電気機器","68590","7120001059661"
"E02308","内国法人・組合","上場","有","6923","12月31日","株式会社タムロン","Tamron Co.,Ltd.","カブシキガイシャタムロン","さいたま市見沼区蓮沼１３８５番地","精密機器","77400","5030001011204"
"E02310","内国法人・組合","非上場","有","6642","3月31日","川澄化学工業株式会社","Kawasumi Laboratories, Incorporated","カワスミカガクコウギョウカブシキガイシャ","佐伯市弥生大字小田１０７７","精密機器","","5320001009417"
"E02315","内国法人・組合","上場","有","7123","3月31日","株式会社ホギメディカル","HOGY MEDICAL CO.,LTD.","カブシキガイシャホギメディカル","港区赤坂２丁目４番６号　赤坂グリーンクロス１９階","繊維製品","35930","2010401047109"
"E02320","内国法人・組合（有価証券報告書等の提出義務者以外）","","","350","","ジーエルサイエンス株式会社","","ジーエルサイエンスカブシキガイシャ","新宿区西新宿六丁目２２番１号","内国法人・組合（有価証券報告書等の提出義務者以外）","","6011101008586"
"E02322","内国法人・組合","上場","有","7025","12月31日","ノーリツ鋼機株式会社","Noritsu Koki Co.,Ltd.","ノーリツコウキカブシキガイシャ","港区麻布十番１丁目１０番１０号","精密機器","77440","9170001002607"
"E02323","内国法人・組合","上場","有","2623","5月31日","シグマ光機株式会社","SIGMAKOKI  CO.,LTD.","シグマコウキカブシキガイシャ","日高市下高萩新田１７番地２","精密機器","77130","8030001089741"
"E02324","内国法人・組合","上場","有","693","6月30日","アクモス株式会社","ACMOS INC.","アクモスカブシキガイシャ","港区虎ノ門一丁目２１番１９号","情報・通信業","68880","8010001009651"
"E02325","内国法人・組合","上場","有","2018","3月31日","日本精密株式会社","Nihon Seimitsu Co.,Ltd.","ニホンセイミツカブシキガイシャ","川口市本町四丁目１番８号","精密機器","77710","6030001076535"
"E02328","内国法人・組合","上場","有","982","2月末日","ローツェ株式会社","RORZE CORPORATION","ローツェカブシキガイシャ","福山市神辺町字道上１５８８番地の２","機械","63230","9240001029584"
"E02329","内国法人・組合","上場","有","4380","3月31日","長野計器株式会社","NAGANO KEIKI  CO., LTD.","ナガノケイキカブシキガイシャ","大田区東馬込１丁目３０番４号","精密機器","77150","7010801008721"
"E02331","内国法人・組合","上場","有","867","12月31日","株式会社ナカニシ","NAKANISHI INC.","カブシキガイシャナカニシ","鹿沼市下日向７００番地","精密機器","77160","1060001010545"
"E02333","内国法人・組合","上場","有","992","3月31日","株式会社日本トリム","NIHON TRIM.,CO.LTD.","カブシキガイシャニホントリム","大阪市北区大淀中１－８－３４","電気機器","67880","8120001072952"
"E02334","内国法人・組合","上場","有","2847","3月31日","株式会社ブイ・テクノロジー","V Technology Co., Ltd.","カブシキガイシャブイテクノロジー","横浜市保土ヶ谷区神戸町１３４番地","精密機器","77170","3020001043968"
"E02335","内国法人・組合","上場","有","1023","3月31日","国際計測器株式会社","KOKUSAI CO.,LTD","コクサイケイソクキカブシキガイシャ","多摩市永山６丁目２１番１号","精密機器","77220","3013401001100"
"E02336","内国法人・組合","上場","有","1760","5月31日","株式会社インターアクション","INTER ACTION Corporation","カブシキガイシャインターアクション","横浜市金沢区福浦一丁目１番地","精密機器","77250","8020001005906"
"E02337","内国法人・組合","上場","有","1951","3月31日","クボテック株式会社","KUBOTEK CORPORATION","クボテックカブシキガイシャ","大阪市北区中之島四丁目３番３６号玉江橋ビル内","精密機器","77090","8120001063299"
"E02338","内国法人・組合","上場","有","100","6月30日","プレシジョン・システム・サイエンス株式会社","Precision System Science Co., Ltd.","プレシジョンシステムサイエンスカブシキガイシャ","松戸市上本郷８８番地","精密機器","77070","9040001037483"
"E02340","内国法人・組合","上場","有","1059","8月31日","マニー株式会社","MANI, INC.","マニーカブシキガイシャ","宇都宮市清原工業団地８番３","精密機器","77300","4060001005922"
"E02342","内国法人・組合","上場","有","1359","7月31日","株式会社アルチザネットワークス","Artiza Networks, Inc.","カブシキガイシャアルチザネットワークス","立川市曙町二丁目３６番２号","電気機器","67780","2012801000217"
"E02343","内国法人・組合","上場","無","292","6月30日","株式会社エーワン精密","A-ONE SEIMITSU INC.","カブシキガイシャエーワンセイミツ","府中市分梅町二丁目２０番５号","機械","61560","5012401000218"
"E02344","内国法人・組合","上場","無","6388","3月31日","株式会社Ａ＆Ｄホロンホールディングス","A&D HOLON Holdings Company, Limited","カブシキガイシャエーアンドデイホロンホールディングス","豊島区東池袋三丁目２３番１４号","精密機器","77450","5013301001710"
"E02345","内国法人・組合","上場","無","1069","3月31日","株式会社テクノメディカ","Techno Medica Co., Ltd.","カブシキガイシャテクノメディカ","横浜市都筑区仲町台５丁目５番１号","電気機器","66780","4020001032202"
"E02346","内国法人・組合","上場","有","4109","9月30日","株式会社エスケーエレクトロニクス","SK-Electronics CO.,LTD.","カブシキガイシャエスケーエレクトロニクス","京都市上京区東堀川通リ一条上ル竪富田町４３６番地の２","電気機器","66770","4130001023818"
"E02348","内国法人・組合","上場","有","2000","3月31日","フジプレアム株式会社","Fujipream Corporation","フジプレアムカブシキガイシャ","姫路市飾西３８番地１","化学","42370","7140001061401"
"E02349","内国法人・組合","上場","有","18860","6月30日","朝日インテック株式会社","ASAHI  INTECC CO.,LTD.","アサヒインテックカブシキガイシャ","瀬戸市暁町３番地１００","精密機器","77470","8180001049706"
"E02350","内国法人・組合","上場","有","3495","12月31日","タツモ株式会社","TAZMO CO.,LTD","タツモカブシキガイシャ","岡山市北区芳賀５３１１","機械","62660","6260001018266"
"E02352","内国法人・組合","上場","有","464","9月30日","ＩＭＶ株式会社","IMV CORPORATION","アイエムブイカブシキガイシャ","大阪市西淀川区竹島二丁目６番１０号","精密機器","77600","3120001059756"
"E02353","内国法人・組合","非上場","無","1764","3月31日","株式会社ホロン","HOLON  CO.,LTD.","カブシキガイシャホロン","所沢市南永井１０２６－１","精密機器","","7030001029814"
"E02354","内国法人・組合","上場","有","1241","3月31日","メディキット株式会社","MEDIKIT CO.,LTD","メディキットカブシキガイシャ","文京区湯島一丁目１３番２号","精密機器","77490","9010001007828"
"E02356","内国法人・組合","上場","有","1141","4月30日","インスペック株式会社","inspec Inc.","インスペックカブシキガイシャ","仙北市角館町雲然荒屋敷７９番地の１","電気機器","66560","7410001008548"
"E02357","内国法人・組合","上場","無","3997","3月31日","株式会社ジャパン・ティッシュエンジニアリング","Japan Tissue Engineering Co., Ltd.","カブシキガイシャジャパンティッシュエンジニアリング","蒲郡市三谷北通６丁目２０９番地の１","精密機器","77740","4180301011063"
"E02360","内国法人・組合","非上場","無","700","12月末日","株式会社太陽工機","TAIYO KOKI CO.,LTD.","カブシキガイシャタイヨウコウキ","長岡市西陵町２２１番３５","機械","","1110001022782"
"E02362","内国法人・組合","上場","有","28534","3月31日","ヤマハ株式会社","YAMAHA CORPORATION","ヤマハカブシキガイシャ","浜松市中央区中沢町１０番１号","その他製品","79510","3080401005595"
"E02363","内国法人・組合","上場","有","7122","3月31日","株式会社河合楽器製作所","","カブシキカイシャカワイガッキセイサクショ","浜松市中央区寺島町２００番地","その他製品","79520","2080401001323"
